total_shipments_analyzed,avg_transit_hours,median_transit_hours,std_dev_transit_hours,min_transit_hours,max_transit_hours,avg_facilities_per_shipment,median_facilities_per_shipment,mode_facilities_per_shipment,avg_hours_per_facility,median_hours_per_facility,pct_first_attempt_delivery,avg_out_for_delivery_attempts
99,94.006734006734,93.25,64.82974868634497,15.333333333333334,544.2833333333333,2.8282828282828283,3.0,3,34.039337822671165,31.62222222222222,63.63636363636363,0.9696969696969697
